email,name,designation,category,tags,case,source,mobile,reject_reason
khalid.shah@republicworld.com,3,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,hard_bounce_other
khanna.1234@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
klakhani@ogaan.co.in,Kadambari Lakhani,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kpcrbng@gmail.com,Kannnda Prabha,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
krbaloo@intoday.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
krishna.gopalan@outlookindia.com,Outlook Business,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
krishna.jai@dowjones.com,WSJ,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
krishnamachari_sv@deccanherald.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kritika.saxena@network18online.com,CNBC TV18,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
kritika.sharma@condenast.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ksaurav@maxposure.in,FHM,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
kumarrahul@pti.in,KUMAR RAHUL,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
leena.s@livemint.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
leher76@hotmail.com,The Indian Express -Newsline,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
letters@asianage.com,The Asian Age,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,hard_bounce_other
lettersdt@gmail.com,Design Today,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
lifestyle@starnews.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
liplamedia@gmail.com,Asia Spa,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
lnr@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
lopamudra.ghatak@timesinternet.in,Economictimes.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
maansi.sharma@ubm.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
madhura.k@livemint.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
magprcontent@gmail.com,Brand Fashion,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
mahimjannu@imagesgroup.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
mahua.venkatesh@hindustantimes.com,,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
malini.banerji@ogaan.co.in,Malini Banerji,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
mamuni.das@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
manali.shah@hindustantimes.com,HT 48 Hours,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
manavi.kapur@bsmail.com,Weekend BS,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
manish.pathak@hindustantimes.com,Manish Pathak,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
manishayadav@mydigitalfc.com,Financial Chronicle-Roar,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
mansi.mehta@businessindiagroup.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
manvendra.jha@pti.in,MANVENDRA JHA,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
masoom.gupte@bsmail.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
matthew.miller@haymarket.asia,Campaign Asia,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
mayukh.deccanc@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
mbanerji@ogaan.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
meenakshithakur@mydigitalfc.com,Financial Chronicle,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
megha.vishwanath@network18online.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
meghal.weddingaffair@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
meghnaitv@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
meghnamaita@mydigitalfc.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
meghnamaiti@mydigitalfc.com,Financial Chronicle,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
meha@iamwire.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
meher.maxim@gmail.com,Maxim,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
menshealth@intoday.com,Jamal Sheikh (Delhi),,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
mignonne.dsouza@hindustantimes.com,HT Brunch,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
mini.chhibber@thehindu.com,The Hindu - Metro Plus,,Press,press|the-hindu,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,host_not_reachable
mini@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
mirror@airtelbroadband.in,Trinity Mirror,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
monika.keswani@zeenetwork.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
mramesh@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
multimediacommunications@gmail.com,Zoom - Maximum Style,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
munish.pandey@gmail.com,5,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
munish.shekhavat@pti.in,MUNISH SHEKHAVAT,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
mybrands@mydigitalfc.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
mynbt@timesgroup.com,Navbharat Times,,Press,press|times-of-india,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
namita007@gmail.com,Deccan Chronicle (supplement),,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
namrata@newwomanindia.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
nandita.mehta@newsx.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
narbadeshwar.rai7@gmail.com,NARBADESHAR RAI,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
natasha.chib@condenast.com,Natasha Chib,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
navakal@vsnl.com,Navakal,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
naveen.ammembala@hindustantimes.com,,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
neelu.sharma@intoday.com,India Today Travel Plus,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
neeraj.agarwal1@yesbank.in,CFO insight,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
neerajsingddnews@gmail.com,4,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
neeti.mehra@publicitas.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
neetu@mpp.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
neha.bhatt@bsmail.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
neha.d82@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
neha@panaceapublishing.co.in,Business Traveller India,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
neil.munshi@condenast.in,Neil Munshi,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
newstodaynet@yahoo.com,News Today,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
nikita.g@livemint.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
nikita.nwmag@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ningeorge@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
nirmala.ravindran@intoday.com,India Today,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
nisha.chaudhary@scoopwhoop.com,Scoop Whoop,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
nishant.bangar@publicitas.com,Blackbook,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
nitika@maxposure.in,Parents India,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
nitish.kumar@nw18.com,4,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
njacob@ogaan.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
njayaram@imagesfashion.com,Nivedita J,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
nonita.kalra@ogaan.co.in,Nonita Kalra,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
noopurmishra@indiatvnews.com,India TV,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
pahull.bains@condenast.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
palak@aajtak.com,Dilli Aaj Tak,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
pallavishankar@outlookindia.com,Pallavi Shankar (Delhi),,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
payal@outlookindia.com,Payal Puri (New Delhi),,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
pearl@outlookindia.com,Pearl Shah,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
phiona.fernandez@mid-day.com,,,Press,mid-day|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
pinaki.sen@aajtak.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
piyashi.mithra@abp.in,Sananda,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
pk_pariwar@rediffmail.com,Punjab Kesari,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
pmenezes@ogaan.co.in,Karuna,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
pooja.campaign@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
pooja.sareen@wirefootindia.com,Inc. 42,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
pooja@lofficiel-india.com,Pooja Advani,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
poonamsaxena@hindustantimes.com,HT Brunch,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
porsch022@gmail.com,Launch Pad,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
prabal.pratap@nw18.com,1,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
prachi.srivastava@afaqs.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
pramodr@zeenetwork.com,Zee news,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
prasad.s@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
prasadakanksha4@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
prasadnarotam@yahoo.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,hard_bounce_other
prashant.trikannad@projectsmonitor.com,Project Monitor,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
preethi@yourstory.in,Yourstory.com,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
prince.thomas@network18online.com,Forbes,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
priya.randhawa@newsx.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
priya.tanna@condenast.in,Priya Tanna,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
priyac.femina@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
priyadarshini.nandy@gmail.com,DNA - Afterhrs,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
priyanka.chowdhury@netscribes.com,Retailer Biz,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
priyanka.kapadia@condenast.in,Priyanka Kapadia,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
priyanka.khanna@condenast.in,Priyanka Khanna,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
priyanka.mehra@exchange4media.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
priyanka.misra@intoday.com,Bazaar,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
priyanka.monge84@gmail.com,Femina.in,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
priyanka.parkash@condenast.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
priyanka.sambhav@network18online.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
priyanka.sood@exchange4media.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
priyanka@pti.in,PRIYANKA TIKOO,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
psangam@hindustantimes.com,,,Press,hindustan-times|press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
puneet.sharma@aajtak.com,13,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
purvaindulkar@yahoo.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
purvitha@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
raahil@haymarket.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rachana@indexmediaindia.com,Index Furniture Journal,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,host_not_reachable
rachna.virdi@newwomanindia.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
raghotham@deccanmail.com,Deccan Chronicle,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
raghuvir.badrinath@bsmail.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rahul.shrivastava@aajtak.com,RAHUL SHRIVASTAVA,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rahul@gladrags.in,Rahul,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rajeshbhoy@rediffmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rajiv.rao@bsmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
rajnisha@starnews.co.in,ABP news,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
ram.singh@aajtak.com,12,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ranjit@missmalini.com,8,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ranju.sarkar@bsmail.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rashi.bisaria@exchange4media.com,Pitch,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rashmi.p@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rashmi.r@newindianexpress.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rati.agrawal2@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rati@makeupandbeauty.com,11,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ravi.balakrishnan@timegroup.com,ET Brand Equity,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
ravikumar.r@thehindu.co.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ree.dhanboora@gmail.com,ADC,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
reenha@cosmowoman.com,Reenha Varryani,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,dead_domain
renu.rajaram@eril.co.in,Architecture Update,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
resham@fibre2fashion.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
response@saamana.com,Samna,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,hard_bounce_other
rhea.saran@condenast.in,Rhea Saran,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ria.kamath@condenast.in,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ribeiro@sify.com,Sify,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
riddheema89@yahoo.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,hard_bounce_other
riddhima@creativenestmedia.com,Retelier Magazine,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rijuta.agarwal@intoday.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rima.pundir@intoday.com,Rima Pundir,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rin@mansworld.com,Mans World,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rinkykumar1@rediffmail.com,idiva,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rishika@verveonline.com,Rishika Roopchand,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
rishirajankala@gmail.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,user_not_found
ritu.kapur@network18online.com,,,Press,press,tarun-thadani,tarun-thadani/Crime_Journalist_Santosh.mbm,,policy_rejected
